city_development_index,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,Central_city,Experience_index,relevent_experience_Has relevent experience,relevent_experience_No relevent experience,gender_Female,gender_Male,gender_Other,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,target
0.92,0,4,18,0,1,0.133928571,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.92,0,4,21,7,5,0.148809524,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.847,0,3,8,8,1,0.029761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.925,0,2,21,3,5,0.261904762,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.92,0,3,6,8,5,0.238095238,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.767,0,3,2,1,1,0.223214286,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.897,0,4,8,8,1,0.241071429,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,16,0,5,0.116071429,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.926,0,4,21,8,5,0.916666667,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.74,0,2,0,0,6,0.928571429,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.897,0,4,15,3,1,0.071428571,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,2,2,1,0.083333333,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.92,0,5,7,5,4,0.083333333,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.91,0,3,6,4,1,0.023809524,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.91,0,4,21,6,5,0.163690476,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.827,0,4,10,2,5,0.321428571,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.897,2,3,1,5,1,0.297619048,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.884,0,3,15,8,5,0.074404762,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,7,4,1,0.071428571,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.762,0,3,21,1,6,0.511904762,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.92,0,4,21,2,5,0.327380952,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,2,14,3,4,0.279761905,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.897,2,4,7,0,1,0.089285714,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,4,3,1,0.169642857,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,21,6,5,0.098214286,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.91,0,3,15,0,5,0.214285714,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.939,0,4,21,0,5,0.273809524,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.624,0,3,15,2,2,0.333333333,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.939,1,3,8,4,4,0.086309524,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,2,3,4,0,1,0.0625,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.926,0,2,7,0,6,0.172619048,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,3,16,5,3,0.136904762,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.855,0,4,8,7,2,0.029761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.939,0,3,21,8,3,0.005952381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,4,5,0,5,0.166666667,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.767,0,3,21,0,6,0.032738095,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.939,0,4,21,3,2,0.148809524,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.698,0,3,14,4,2,0.05952381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,2,2,4,0,1,0.333333333,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.92,0,3,5,7,2,0.074404762,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.91,0,1,3,0,6,0.279761905,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,3,5,2,4,0.464285714,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.624,0,3,9,4,5,0.517857143,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,21,8,5,0.095238095,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.897,0,4,9,8,1,0.214285714,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.855,1,4,6,0,6,0.035714286,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.64,2,2,3,4,6,0.166666667,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.939,0,1,13,1,4,0.095238095,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.92,0,5,21,4,3,0.101190476,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.926,2,3,8,3,1,0.94047619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.939,2,2,3,1,1,0.011904762,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.624,2,4,10,1,1,0.327380952,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.727,2,3,5,6,1,0.142857143,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.913,1,3,8,3,1,0.083333333,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,2,5,0,6,0.044642857,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,3,8,2,2,0.077380952,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.925,0,3,21,1,5,0.136904762,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.92,0,3,10,3,3,0.044642857,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.91,2,2,0,3,1,0.279761905,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.895,2,4,10,4,2,0.279761905,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.91,0,3,2,8,1,0.172619048,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,6,7,4,0.404761905,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,4,6,3,0.19047619,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.802,2,3,3,0,1,0.074404762,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.866,0,3,11,1,1,0.425595238,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.913,0,2,21,6,3,0.136904762,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.624,1,3,2,4,1,0.654761905,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.698,0,4,21,3,1,0.264880952,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.847,0,3,10,4,4,0.443452381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,1,21,0,2,0.267857143,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.866,0,4,10,4,4,0.12797619,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.624,0,3,8,1,1,0.383928571,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.924,0,3,13,7,5,0.092261905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,1,2,2,1,0.306547619,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.856,0,3,8,0,2,0.06547619,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.754,0,3,10,0,6,0.068452381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.926,0,4,13,0,1,0.401785714,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.624,0,3,6,3,4,0.294642857,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.924,2,3,4,0,1,0.285714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.92,0,3,15,8,5,0.148809524,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,0,4,21,0,1,0.31547619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.926,2,2,3,0,1,0.345238095,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.754,0,4,14,4,2,0.139880952,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.855,0,3,8,2,1,0.300595238,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.949,1,2,5,1,1,0.181547619,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.794,0,3,9,7,1,0.476190476,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,11,6,1,0.074404762,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.802,0,4,9,4,1,0.005952381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.527,0,3,4,0,3,0.196428571,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,4,0,1,0.068452381,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.897,0,4,7,6,5,0.086309524,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.624,0,3,2,8,1,0.211309524,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,2,4,1,0.425595238,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.913,0,2,19,6,2,0.056547619,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.939,0,5,21,0,5,0.154761905,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,21,4,5,0.258928571,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.92,0,3,9,6,5,0.06547619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,13,4,2,0.19047619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,2,3,3,0,6,0.083333333,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.884,0,4,11,0,1,0.330357143,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.776,2,3,7,0,6,0.00297619,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.926,0,4,21,4,1,0.06547619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.698,0,3,10,1,4,0.011904762,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.939,0,4,20,0,1,0.25,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.855,0,3,3,2,2,0.044642857,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,1,3,0,6,0.330357143,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.939,1,2,2,4,1,0.038690476,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,0,4,21,1,2,0.244047619,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.926,0,2,21,0,1,0.452380952,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,4,8,3,1,0.050595238,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.767,0,3,21,1,2,0.083333333,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.926,2,4,9,3,2,0.005952381,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.897,0,4,6,0,1,0.053571429,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,3,0,1,0.125,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.926,0,4,21,4,5,0.270833333,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,3,14,3,5,0.06547619,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,0,2,16,3,2,0.205357143,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.807,0,3,21,0,1,0.110119048,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,8,1,1,0.208333333,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,4,7,0,1,0.06547619,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.856,0,4,7,3,1,0.282738095,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.789,2,3,4,0,6,0.916666667,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,0,3,17,8,5,0.068452381,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.926,0,3,8,3,2,0.157738095,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.91,0,4,7,0,3,0.020833333,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.897,0,4,0,8,5,0.041666667,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,12,6,1,0.148809524,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,7,8,4,0.148809524,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.89,1,3,3,0,1,0.214285714,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,4,16,8,5,0.107142857,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.742,0,3,18,2,1,0.113095238,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.92,2,3,3,8,1,0.074404762,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,2,0,1,0.166666667,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.92,0,3,21,3,1,0.523809524,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,4,15,8,5,0.017857143,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.556,2,3,1,5,6,0.136904762,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.939,2,2,2,0,6,0.541666667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.698,0,3,15,0,2,0.130952381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,0,3,11,3,1,0.229166667,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.836,2,2,9,3,2,0.386904762,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,0,3,10,3,4,0.026785714,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.754,1,4,14,0,1,0.008928571,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,2,3,2,3,2,0.202380952,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.866,0,3,21,1,3,0.044642857,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,1,3,14,5,1,0.44047619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.624,0,3,4,0,1,0.25,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.579,2,3,5,3,1,0.797619048,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,20,0,5,0.452380952,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.91,2,3,2,7,1,0.505952381,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.848,0,4,19,3,1,0.3125,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.899,0,3,17,0,6,0.098214286,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.897,2,2,4,0,1,0.446428571,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,3,8,3,4,0.235119048,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.887,0,2,3,0,6,0.035714286,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,1,3,3,1,0.020833333,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.855,0,3,21,4,5,0.077380952,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.895,0,4,15,5,1,0.571428571,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.763,0,2,0,0,6,0.083333333,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,2,3,2,0,1,0.261904762,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.884,2,4,7,5,1,0.068452381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.624,2,4,9,0,3,0.214285714,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.855,0,4,15,2,1,0.1875,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,4,5,7,4,0.636904762,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.624,0,3,7,3,6,0.104166667,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,2,3,13,0,6,0.238095238,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.887,2,2,6,0,6,0.053571429,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,0,3,9,5,1,0.083333333,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,2,21,4,5,0.229166667,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.479,2,3,10,0,5,0.104166667,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.776,0,3,15,3,5,0.139880952,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.827,0,4,7,0,2,0.142857143,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.624,0,4,6,8,1,0.029761905,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.754,0,3,8,5,2,0.020833333,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.624,0,4,3,3,1,0.06547619,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.92,1,3,7,5,5,0.071428571,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.558,0,4,4,0,1,0.136904762,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.92,0,3,18,4,3,0.053571429,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.92,0,4,21,8,1,0.104166667,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.689,2,3,3,3,1,0.101190476,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.682,1,2,5,2,1,0.011904762,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.897,0,4,6,8,1,0.363095238,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.895,1,3,12,2,1,0.035714286,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,3,2,0,6,0.089285714,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,0,4,14,5,1,0.154761905,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.855,1,3,5,3,3,0.12202381,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.926,2,4,15,4,1,0.982142857,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,0,3,10,3,1,0.226190476,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.893,0,3,5,1,1,0.333333333,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.624,2,3,4,0,6,0.208333333,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,0,3,5,2,1,0.130952381,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.939,0,3,3,0,1,0.145833333,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.91,0,3,21,4,1,0.017857143,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.855,1,3,5,0,1,0.116071429,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.92,1,3,21,0,5,0.020833333,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.624,2,3,4,4,4,0.011904762,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,21,8,5,0.110119048,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,4,14,6,4,0.166666667,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,3,16,8,3,0.089285714,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,3,21,3,1,0.074404762,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,2,3,2,0,6,0.318452381,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.92,0,3,13,5,5,0.029761905,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.939,2,3,21,6,5,0.017857143,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,4,10,3,1,0.044642857,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.698,2,4,7,4,2,0.113095238,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.92,0,4,11,2,5,0.139880952,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.754,0,3,3,0,1,0.12797619,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0.897,0,4,8,6,1,0.166666667,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,0,3,21,0,5,0.327380952,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.884,0,4,2,1,2,0.029761905,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.83,2,1,8,0,6,0.029761905,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,0,3,21,3,4,0.205357143,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.804,0,3,11,6,1,0.0625,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,21,8,5,0.18452381,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.766,0,3,6,3,3,0.119047619,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.899,0,3,15,6,5,0.05952381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,0,3,11,8,2,0.44047619,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.92,0,2,0,0,6,0.178571429,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.926,0,5,1,3,1,0.029761905,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.926,0,4,6,3,2,0.232142857,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.887,2,2,21,0,5,0.479166667,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.727,0,3,7,4,2,0.0625,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.624,2,3,6,3,1,0.642857143,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
